institution_id,row_index,reference_profile,n_oob_predictions,profile_1_probability,profile_2_probability,reference_profile_probability,normalized_entropy,membership_margin,family_consistency,certainty_class
SYN_S6_NO_CLUSTER_NULL_R002_020,66,1,43,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S6_NO_CLUSTER_NULL_R002_028,67,1,38,0.9736842105263158,0.02631578947368421,0.9736842105263158,0.17556502585750278,0.9473684210526316,0.8888888888888888,CORE
SYN_S6_NO_CLUSTER_NULL_R002_015,68,2,52,0.019230769230769232,0.9807692307692307,0.9807692307692307,0.1370994788998177,0.9615384615384616,0.9285714285714286,CORE
SYN_S6_NO_CLUSTER_NULL_R002_066,69,1,41,0.9512195121951219,0.04878048780487805,0.9512195121951219,0.2811937964320427,0.9024390243902438,0.875,CORE
SYN_S6_NO_CLUSTER_NULL_R002_071,70,1,39,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S6_NO_CLUSTER_NULL_R002_072,71,2,36,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S6_NO_CLUSTER_NULL_R002_003,72,1,38,0.7631578947368421,0.23684210526315788,0.7631578947368421,0.7897492536625224,0.5263157894736843,0.5,BOUNDARY
SYN_S6_NO_CLUSTER_NULL_R002_034,73,1,35,0.9714285714285714,0.02857142857142857,0.9714285714285714,0.18717625687320819,0.9428571428571428,0.9166666666666666,CORE
SYN_S6_NO_CLUSTER_NULL_R002_065,74,1,43,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S6_NO_CLUSTER_NULL_R002_064,75,1,38,0.34210526315789475,0.6578947368421053,0.34210526315789475,0.926819063964577,0.3157894736842105,0.25,BOUNDARY
SYN_S6_NO_CLUSTER_NULL_R002_073,76,1,35,0.4,0.6,0.4,0.9709505944546688,0.19999999999999996,0.2222222222222222,BOUNDARY
SYN_S6_NO_CLUSTER_NULL_R002_029,77,1,48,0.8958333333333334,0.10416666666666667,0.8958333333333334,0.48206614808309317,0.7916666666666667,0.6666666666666666,HALO
SYN_S6_NO_CLUSTER_NULL_R002_011,78,2,46,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S6_NO_CLUSTER_NULL_R002_061,79,2,41,0.2682926829268293,0.7317073170731707,0.7317073170731707,0.8390040613676978,0.46341463414634143,0.6666666666666666,BOUNDARY
