permutation_index,cramers_v
197,0.0
198,0.0
199,0.25198821990811754
200,0.0
201,0.0
202,0.15035441640800562
203,0.15097736662188338
204,0.13431646963676921
205,0.0
206,0.16364440925713794
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.08224106335816148
214,0.029175946235774297
215,0.2976585924824708
216,0.0
217,0.18126206337709413
218,0.0
219,0.0
220,0.0
221,0.03273786481208823
222,0.16910427528231217
223,0.12121697077612721
224,0.061105675016998644
225,0.0
226,0.1872465090642262
227,0.0
228,0.0
229,0.26594804116104764
230,0.06912890075044746
231,0.13560522452636428
232,0.07488941931773849
233,0.0
234,0.1681545702911706
235,0.2404320090022039
236,0.24820916397987713
237,0.1824134967421954
238,0.0
239,0.06037085874527424
240,0.0
241,0.0
242,0.0
243,0.053254327730886744
244,0.1686845736191979
245,0.0
246,0.0
247,0.0
248,0.09417615188598835
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.1391832672381971
256,0.0
257,0.06037085874527424
258,0.0
259,0.0
260,0.053254327730886744
261,0.053254327730886744
262,0.0
263,0.4341344647930323
264,0.0
265,0.0
266,0.0
267,0.2976585924824708
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.23544191296355893
274,0.19637260481481347
275,0.15161507409082922
276,0.16364440925713794
277,0.0
278,0.0
279,0.0
280,0.0
281,0.28250816642247617
282,0.1824134967421954
283,0.06912890075044746
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.15669870066816421
290,0.2514563066847563
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.24849458671217559
299,0.24356728192582866
300,0.2776360588402201
301,0.0
302,0.0
303,0.0
304,0.12121697077612721
305,0.0
306,0.20231236502905026
307,0.0
308,0.0
309,0.08224106335816148
310,0.0
311,0.0
312,0.0
313,0.06037085874527424
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.1475608516721421
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.16083274850507484
327,0.0
328,0.0
329,0.0
330,0.0
331,0.1237409838680208
332,0.0
333,0.0
334,0.20169827613475827
335,0.0
336,0.14773866303115152
337,0.0
338,0.1828016803406914
339,0.18843104079409193
340,0.0
341,0.0
342,0.0
343,0.0
344,0.14507123038311817
345,0.3518099395032423
346,0.2197570758333969
347,0.18149004133108754
348,0.0
349,0.0
350,0.0
351,0.10605537340253147
352,0.0
353,0.1824134967421954
354,0.23397378490895523
355,0.0
356,0.0
357,0.0
358,0.20373481963551102
359,0.0
360,0.0
361,0.1591713964896059
362,0.0
363,0.18616376278683447
364,0.06037085874527424
365,0.1407728093670959
366,0.0
367,0.3412756226827603
368,0.22855017184693702
369,0.0
370,0.24997195608266695
371,0.0
372,0.0
373,0.23089017806212664
374,0.0
375,0.1678850317507979
376,0.0
377,0.0
378,0.0
379,0.10784124941749626
380,0.0
381,0.0
382,0.16364440925713794
383,0.0
384,0.0
385,0.2801401141246549
386,0.1948829532634549
387,0.0
388,0.0
389,0.13475554212625052
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.14154002169070307
399,0.16364440925713794
400,0.10696737996810077
401,0.0
402,0.0
403,0.1935141492021724
404,0.185088867179981
405,0.3231873437508955
406,0.0
407,0.15035441640800562
408,0.0
409,0.19481558374183994
410,0.15775069166771835
411,0.162695106852587
412,0.1678850317507979
413,0.1237409838680208
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.162695106852587
420,0.0
421,0.0
422,0.0
423,0.25118470174490176
424,0.0
425,0.0
426,0.053254327730886744
427,0.17440834245298248
428,0.0
429,0.09417615188598835
430,0.2677411282445039
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.2677411282445039
437,0.24451129848158087
438,0.0
439,0.0
440,0.0
441,0.0
442,0.14773866303115152
443,0.2584864234527465
444,0.16364440925713794
445,0.23770580469066033
446,0.17688950282704463
447,0.0
448,0.162695106852587
449,0.0
450,0.0
451,0.0
452,0.0
453,0.3492672332768311
454,0.0
455,0.14773866303115152
456,0.0
457,0.17440834245298248
458,0.1491403209994674
459,0.0
460,0.1824134967421954
461,0.0
462,0.0
463,0.2855768139779452
464,0.1409545273303712
465,0.22769853919576458
466,0.0
467,0.0
468,0.0
469,0.0
470,0.17084961776202431
471,0.0
472,0.1935141492021724
473,0.08866969155347358
474,0.0
475,0.061105675016998644
476,0.0
477,0.0
478,0.0
479,0.16193084741907643
480,0.0
481,0.18149004133108754
482,0.1407728093670959
483,0.2836350322736666
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.09417615188598835
492,0.0
493,0.0
494,0.0
495,0.0
496,0.14931185574376798
497,0.24451129848158087
498,0.0
499,0.0
500,0.0
501,0.24049205836627782
502,0.0
503,0.25731574692799875
504,0.0
505,0.12391589835548054
506,0.0
507,0.0
508,0.04048271185476901
509,0.1237409838680208
510,0.17440834245298248
511,0.17084961776202431
512,0.11610610775829489
513,0.0
514,0.08232880476775908
515,0.0
516,0.061105675016998644
517,0.0
518,0.0
519,0.1678850317507979
520,0.0
521,0.1591713964896059
522,0.17440834245298248
523,0.0
524,0.0
525,0.0
526,0.04048271185476901
527,0.0
528,0.0
529,0.0
530,0.14165127004379177
531,0.0
532,0.0
533,0.0
534,0.26988975365910617
535,0.0
536,0.21473584066345003
537,0.20237723895650866
538,0.0
539,0.0
540,0.0
541,0.3360955663666015
542,0.0
543,0.28151437863762996
544,0.07488941931773849
545,0.0
546,0.1491403209994674
547,0.0
548,0.17688950282704463
549,0.24818007472676543
550,0.1409545273303712
551,0.0
552,0.0
553,0.0
554,0.0
555,0.1052540032097223
556,0.16667655895230085
557,0.0
558,0.19671656517034172
559,0.0
560,0.1441453193272267
561,0.2677411282445039
562,0.0
563,0.0
564,0.0
565,0.162695106852587
566,0.0
567,0.0
568,0.12121697077612721
569,0.2597453332383348
570,0.22057986053629772
571,0.0
572,0.0
573,0.0
574,0.0
575,0.2597453332383348
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.1441453193272267
583,0.2920872713873876
584,0.0
585,0.17870206238008685
586,0.0
587,0.0
588,0.0
589,0.0
590,0.3212134218185356
591,0.0
592,0.29982486590748764
593,0.0
594,0.0
595,0.1686845736191979
596,0.0
597,0.21786733934315106
598,0.0
599,0.2677411282445039
600,0.24840740900511593
601,0.17870206238008685
602,0.22601178368601046
603,0.0
604,0.0
605,0.0
606,0.20169827613475827
607,0.0
608,0.0
609,0.1824134967421954
610,0.0
611,0.1717806031197266
612,0.0
613,0.0
614,0.15661071577921537
615,0.06037085874527424
616,0.0
617,0.0
618,0.27437341382338604
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.07488941931773849
630,0.0
631,0.0
632,0.0
633,0.22292403529698698
634,0.21289711091340754
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.20613046597232376
641,0.0
642,0.16842367747335887
643,0.1391832672381971
644,0.18284117131430494
645,0.1591713964896059
646,0.0
647,0.061105675016998644
648,0.2491066112165542
649,0.26059298157566935
650,0.0
651,0.15661071577921537
652,0.0
653,0.19812950398079218
654,0.0
655,0.0
656,0.053254327730886744
657,0.22321532618293102
658,0.0
659,0.16667655895230085
660,0.18831605974564336
661,0.0
662,0.17440834245298248
663,0.16995987895115094
664,0.0783836891680611
665,0.22321532618293102
666,0.0
667,0.21473584066345003
668,0.09137462593418844
669,0.06338331485977905
670,0.0
671,0.1237409838680208
672,0.0
673,0.16193084741907643
674,0.1642569154763669
675,0.0
676,0.0
677,0.1604977644556054
678,0.0
679,0.0
680,0.22769853919576458
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.22855017184693702
687,0.0
688,0.13091636967113396
689,0.18831605974564336
690,0.0
691,0.17458888580555718
692,0.0
693,0.0
694,0.27921077741078476
695,0.029175946235774297
696,0.33668091242520465
697,0.15327268647349032
698,0.18890068901892998
699,0.0
700,0.061105675016998644
701,0.0
702,0.19179026226566903
703,0.0
704,0.0
705,0.06338331485977905
706,0.20613046597232376
707,0.0
708,0.10784124941749626
709,0.1717806031197266
710,0.15661071577921537
711,0.0
712,0.1391832672381971
713,0.053254327730886744
714,0.0
715,0.13475554212625052
716,0.0
717,0.15161507409082922
718,0.162695106852587
719,0.0
720,0.0
721,0.09137462593418844
722,0.0
723,0.0
724,0.1642569154763669
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.25434484143542685
731,0.17688950282704463
732,0.0
733,0.0
734,0.06338331485977905
735,0.15097736662188338
736,0.0
737,0.0
738,0.22601178368601046
739,0.15661071577921537
740,0.0
741,0.1591713964896059
742,0.0
743,0.0
744,0.21736063488764926
745,0.0
746,0.0
747,0.22403419919494716
748,0.0
749,0.2546311194199949
750,0.0
751,0.0
752,0.0
753,0.18284117131430494
754,0.0
755,0.0
756,0.0
757,0.1491403209994674
758,0.0
759,0.08866969155347358
760,0.2302525390101591
761,0.13475554212625052
762,0.0
763,0.06037085874527424
764,0.0
765,0.2765488317933238
766,0.20320256604879347
767,0.08224106335816148
768,0.0
769,0.0
770,0.0
771,0.0
772,0.20231236502905026
773,0.0
774,0.19916038685005538
775,0.0
776,0.0
777,0.1723641993247719
778,0.13560522452636428
779,0.07488941931773849
780,0.0
781,0.0
782,0.2169374771003783
783,0.0
784,0.1441453193272267
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.14773866303115152
793,0.0
794,0.0
795,0.0
796,0.0
797,0.17084961776202431
798,0.07488941931773849
799,0.0
800,0.0
801,0.0
802,0.0
803,0.12310283613529417
804,0.0
805,0.15775069166771835
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.12310283613529417
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.14507123038311817
819,0.0
820,0.1723641993247719
821,0.0
822,0.08232880476775908
823,0.1985266308880182
824,0.0
825,0.20887914397156487
826,0.0
827,0.09137462593418844
828,0.21222706251028473
829,0.0
830,0.0
831,0.0
832,0.0
833,0.029175946235774297
834,0.0
835,0.061105675016998644
836,0.23293072781450994
837,0.14773866303115152
838,0.0
839,0.0
840,0.04048271185476901
841,0.0
842,0.2621398848135672
843,0.0
844,0.053254327730886744
845,0.0
846,0.0
847,0.14507123038311817
848,0.0
849,0.18831605974564336
850,0.0
851,0.0
852,0.0
853,0.0
854,0.18118600698042048
855,0.20169827613475827
856,0.1642569154763669
857,0.0
858,0.24820916397987713
859,0.1237409838680208
860,0.0
861,0.05940642934892269
862,0.24451129848158087
863,0.13560522452636428
864,0.32939692440888013
865,0.2765488317933238
866,0.0
867,0.053254327730886744
868,0.24106178127022915
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.20237723895650866
876,0.2677411282445039
877,0.1686845736191979
878,0.13475554212625052
879,0.0
880,0.221879321213307
881,0.0
882,0.0
883,0.1723641993247719
884,0.0
885,0.0
886,0.0
887,0.0
888,0.19728295503291782
889,0.04048271185476901
890,0.2976585924824708
891,0.20818355423029902
892,0.21786733934315106
893,0.1491403209994674
894,0.0
895,0.0
896,0.0
897,0.0
898,0.2269970066611847
899,0.0
900,0.0
901,0.18284117131430494
902,0.0
903,0.0
904,0.0
905,0.0
906,0.05983576493880696
907,0.39571468753234323
908,0.0
909,0.0
910,0.08866969155347358
911,0.0
912,0.0
913,0.0
914,0.1407728093670959
915,0.0
916,0.21786733934315106
917,0.2346292853238141
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.13091636967113396
925,0.1604977644556054
926,0.26437376880056207
927,0.0
928,0.14507123038311817
929,0.21473584066345003
930,0.18831605974564336
931,0.2693542041365601
932,0.22804130083332982
933,0.0
934,0.13091636967113396
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.15775069166771835
941,0.0
942,0.0
943,0.1491403209994674
944,0.16364440925713794
945,0.0
946,0.06037085874527424
947,0.0
948,0.0
949,0.13091636967113396
950,0.0
951,0.08137457809792756
952,0.04048271185476901
953,0.16193084741907643
954,0.0
955,0.24106178127022915
956,0.0
957,0.16995987895115094
958,0.0
959,0.1391832672381971
960,0.0
961,0.3576218581873565
962,0.0
963,0.0
964,0.1824134967421954
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.15775069166771835
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.22601178368601046
979,0.32666775839743234
980,0.16364440925713794
981,0.0
982,0.0
983,0.1441453193272267
984,0.1407728093670959
985,0.0
986,0.20169827613475827
987,0.20231236502905026
988,0.0
989,0.0
990,0.18114615517118302
991,0.2932176153774441
992,0.28250816642247617
993,0.061105675016998644
994,0.0
995,0.17440834245298248
996,0.16617570113799104
997,0.0
998,0.2984161575847628
999,0.4565825562335463
1000,0.0
1001,0.2998139202329337
1002,0.0
1003,0.0
1004,0.1936294332178381
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.10784124941749626
1010,0.0
1011,0.1491403209994674
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.08866969155347358
1020,0.31388624626642236
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.15661071577921537
1026,0.25198821990811754
1027,0.0
1028,0.0
1029,0.1052540032097223
1030,0.0
1031,0.0
1032,0.22369409993482398
1033,0.04048271185476901
1034,0.0
1035,0.0
1036,0.10605537340253147
1037,0.13475554212625052
1038,0.13431646963676921
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.061105675016998644
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,0.0783836891680611
1052,0.0
1053,0.0
1054,0.1441453193272267
1055,0.0
1056,0.11039164697106156
1057,0.0
1058,0.0
1059,0.2669825658758503
1060,0.25773627509571456
1061,0.0
1062,0.0
1063,0.15035441640800562
1064,0.2836350322736666
1065,0.0
1066,0.15161507409082922
1067,0.08232880476775908
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.11039164697106156
1073,0.12334252844651906
1074,0.3877984692220405
1075,0.0
1076,0.0
1077,0.1717806031197266
1078,0.0
1079,0.0
1080,0.185088867179981
1081,0.0
1082,0.0
1083,0.053254327730886744
1084,0.0
1085,0.17458888580555718
1086,0.0
1087,0.22369409993482398
1088,0.0
1089,0.0
1090,0.0
1091,0.1642569154763669
1092,0.10784124941749626
1093,0.0
1094,0.0
1095,0.12121697077612721
1096,0.17440834245298248
1097,0.3177125088103085
1098,0.15661071577921537
1099,0.0
1100,0.0
1101,0.1391832672381971
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.09932511991592323
1107,0.1723641993247719
1108,0.0
1109,0.1391832672381971
1110,0.0
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,0.24602859677056277
1116,0.0
1117,0.1824134967421954
1118,0.3130571038577232
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.20828441693602343
1131,0.0
1132,0.19439737159693987
1133,0.23422051311163025
1134,0.0
1135,0.0
1136,0.11039164697106156
1137,0.3183337211244242
1138,0.05983576493880696
1139,0.20320256604879347
1140,0.20544154379929216
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.21289711091340754
1148,0.13091636967113396
1149,0.0
1150,0.0
1151,0.0
1152,0.1642569154763669
1153,0.20960374095572257
1154,0.0
1155,0.0
1156,0.1441453193272267
1157,0.0
1158,0.15161507409082922
1159,0.24956990448990862
1160,0.3877984692220405
1161,0.11039164697106156
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.1936294332178381
1167,0.20818355423029902
1168,0.0
1169,0.0
1170,0.14154002169070307
1171,0.0
1172,0.20960374095572257
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.19179026226566903
1179,0.0
1180,0.27921077741078476
1181,0.0
1182,0.2677411282445039
1183,0.0
1184,0.2801143408495324
1185,0.2415758283377919
1186,0.0
1187,0.0
1188,0.1491403209994674
1189,0.0
1190,0.0
1191,0.15035441640800562
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.15669870066816421
1197,0.0
1198,0.0
1199,0.03273786481208823
1200,0.17458888580555718
1201,0.0
1202,0.0
1203,0.23023258433423496
1204,0.0
1205,0.0
1206,0.19179026226566903
1207,0.0
1208,0.0
1209,0.0
1210,0.16302154980254532
1211,0.0
1212,0.14931185574376798
1213,0.221879321213307
1214,0.0
1215,0.05940642934892269
1216,0.1391832672381971
1217,0.20960374095572257
1218,0.053254327730886744
1219,0.2577973856830755
1220,0.3708253963164012
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.19916038685005538
1226,0.18118600698042048
1227,0.1678850317507979
1228,0.24049205836627782
1229,0.21736063488764926
1230,0.1441453193272267
1231,0.0
1232,0.1591713964896059
1233,0.1717806031197266
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.17870206238008685
1240,0.0
1241,0.0
1242,0.04048271185476901
1243,0.18419308028103548
1244,0.0
1245,0.28250816642247617
1246,0.1678850317507979
1247,0.0
1248,0.18890068901892998
1249,0.20623233279092462
1250,0.0
1251,0.0
1252,0.17870206238008685
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.1407728093670959
1261,0.15661071577921537
1262,0.2654317395216173
1263,0.0
1264,0.0
1265,0.18419308028103548
1266,0.0
1267,0.0
1268,0.09417615188598835
1269,0.0
1270,0.0
1271,0.0
1272,0.21189589002687026
1273,0.0
1274,0.0
1275,0.1391832672381971
1276,0.0
1277,0.06912890075044746
1278,0.0
1279,0.0
1280,0.14947002078299718
1281,0.18831605974564336
1282,0.0
1283,0.0
1284,0.23422051311163025
1285,0.0
1286,0.0
1287,0.17870206238008685
1288,0.27921077741078476
1289,0.0
1290,0.0
1291,0.12391589835548054
1292,0.03273786481208823
1293,0.21736063488764926
1294,0.1686845736191979
1295,0.0
1296,0.0
1297,0.053254327730886744
1298,0.22769853919576458
1299,0.0
1300,0.0
1301,0.29631047341644223
1302,0.0
1303,0.0
1304,0.0
1305,0.05940642934892269
1306,0.19637260481481347
1307,0.04048271185476901
1308,0.0
1309,0.14507123038311817
1310,0.13091636967113396
1311,0.0
1312,0.04048271185476901
1313,0.0
1314,0.20828441693602343
1315,0.2003039587229232
1316,0.0
1317,0.10696737996810077
1318,0.0
1319,0.21284777845226868
1320,0.0
1321,0.15669870066816421
1322,0.0
1323,0.22057986053629772
1324,0.17440834245298248
1325,0.06912890075044746
1326,0.14165127004379177
1327,0.0
1328,0.2514563066847563
1329,0.0
1330,0.0
1331,0.0
1332,0.10824219431056739
1333,0.0
1334,0.15775069166771835
1335,0.0
1336,0.0
1337,0.08866969155347358
1338,0.05940642934892269
1339,0.0
1340,0.18419308028103548
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.053254327730886744
1352,0.0
1353,0.0
1354,0.0
1355,0.27921077741078476
1356,0.24602859677056277
1357,0.0
1358,0.0
1359,0.16302154980254532
1360,0.0
1361,0.21736063488764926
1362,0.14773866303115152
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.15097736662188338
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.09417615188598835
1380,0.0
1381,0.1723641993247719
1382,0.0
1383,0.08866969155347358
1384,0.0
1385,0.0
1386,0.12310283613529417
1387,0.0
1388,0.0
1389,0.16995987895115094
1390,0.0
1391,0.0
1392,0.0
1393,0.10824219431056739
1394,0.0
1395,0.0
1396,0.14931185574376798
1397,0.3329937935219347
1398,0.19671656517034172
1399,0.0
1400,0.10696737996810077
1401,0.0
1402,0.0
1403,0.0
1404,0.16667655895230085
1405,0.0
1406,0.0
1407,0.0
1408,0.22511556539507746
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.2415758283377919
1417,0.18831605974564336
1418,0.1686845736191979
1419,0.029175946235774297
1420,0.08137457809792756
1421,0.0
1422,0.32368654737277625
1423,0.0
1424,0.1441453193272267
1425,0.22057986053629772
1426,0.0
1427,0.0
1428,0.0
1429,0.1407728093670959
1430,0.06912890075044746
1431,0.0
1432,0.0
1433,0.27865545631656274
1434,0.10824219431056739
1435,0.053254327730886744
1436,0.0
1437,0.1642569154763669
1438,0.0
1439,0.0
1440,0.19637260481481347
1441,0.0
1442,0.0
1443,0.14773866303115152
1444,0.0
1445,0.0
1446,0.25773627509571456
1447,0.06037085874527424
1448,0.20818355423029902
1449,0.12310283613529417
1450,0.0
1451,0.0
1452,0.0
1453,0.0
1454,0.1052540032097223
1455,0.0
1456,0.12121697077612721
1457,0.0
1458,0.0
1459,0.26518682473986477
1460,0.0
1461,0.0
1462,0.24840740900511593
1463,0.0
1464,0.0
1465,0.31214166230787127
1466,0.20544154379929216
1467,0.0
1468,0.0
1469,0.0
1470,0.1591713964896059
1471,0.0
1472,0.0
1473,0.0
1474,0.06037085874527424
1475,0.25069559494167815
1476,0.0
1477,0.0
1478,0.1491403209994674
1479,0.0
1480,0.0
1481,0.17688950282704463
1482,0.1642569154763669
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.2404320090022039
1490,0.08224106335816148
1491,0.0
1492,0.0
1493,0.1824134967421954
1494,0.0
1495,0.1828016803406914
1496,0.0
1497,0.0
1498,0.0
1499,0.0
1500,0.03273786481208823
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.2836350322736666
1506,0.0
1507,0.200461180804922
1508,0.0
1509,0.0
1510,0.0
1511,0.1407728093670959
1512,0.3330351828536163
1513,0.06037085874527424
1514,0.0
1515,0.0
1516,0.06338331485977905
1517,0.1824134967421954
1518,0.05983576493880696
1519,0.19375819888687096
1520,0.0
1521,0.22842090533100767
1522,0.0
1523,0.10605537340253147
1524,0.16193084741907643
1525,0.2169374771003783
1526,0.0
1527,0.14507123038311817
1528,0.21284777845226868
1529,0.0
1530,0.0
1531,0.0
1532,0.20828441693602343
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.1076280210674964
1538,0.0
1539,0.1475608516721421
1540,0.0
1541,0.10605537340253147
1542,0.0
1543,0.061105675016998644
1544,0.0
1545,0.06912890075044746
1546,0.2677411282445039
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.15097736662188338
1560,0.0
1561,0.20544154379929216
1562,0.1391832672381971
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,0.1686845736191979
1570,0.0
1571,0.31027094794773136
1572,0.0
1573,0.0
1574,0.14947002078299718
1575,0.3016211104209077
1576,0.17440834245298248
1577,0.0
1578,0.23023258433423496
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.053254327730886744
1586,0.0
1587,0.0
1588,0.23023258433423496
1589,0.0
1590,0.10605537340253147
1591,0.2593508404995039
1592,0.0
1593,0.0
1594,0.0
1595,0.2859626700034389
1596,0.1948829532634549
1597,0.0
1598,0.0
1599,0.0
1600,0.2994042646622232
1601,0.053254327730886744
1602,0.19637260481481347
1603,0.0
1604,0.0
1605,0.25887462739728906
1606,0.0
1607,0.18725702450733642
1608,0.0
1609,0.17535412127392233
1610,0.0
1611,0.2621398848135672
1612,0.0
1613,0.0
1614,0.0
1615,0.28250816642247617
1616,0.0
1617,0.0
1618,0.0
1619,0.16842367747335887
1620,0.0
1621,0.13475554212625052
1622,0.0
1623,0.0
1624,0.1591713964896059
1625,0.0
1626,0.0
1627,0.17458888580555718
1628,0.0
1629,0.22855017184693702
1630,0.0
1631,0.0
1632,0.0
1633,0.27617596565370595
1634,0.0
1635,0.16367248245359362
1636,0.053254327730886744
1637,0.20828441693602343
1638,0.0
1639,0.0
1640,0.2804304853732022
1641,0.1441453193272267
1642,0.2896321238541581
1643,0.16667655895230085
1644,0.0
1645,0.0
1646,0.0
1647,0.0
1648,0.0
1649,0.0
1650,0.20960374095572257
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.1678850317507979
1660,0.0
1661,0.0
1662,0.053254327730886744
1663,0.221879321213307
1664,0.0
