institution_id,reference_profile,target_profile,certainty_class,reference_profile_probability,family_consistency,rank,is_exact_global_minimum,weighted_l1,l0,total_cost,plausibility_distance,target_margin,search_depth,changed_features_json,signed_items_json,changes_json
INST_022,2,1,CORE,0.9953488372093025,0.9814814814814816,2,False,5.99998550003725,4,6.99998550003725,0.9269855252996827,0.24024915656176438,4,"[""digital_usage_constraint_score"", ""device_constraint"", ""recording_system_constraint"", ""resource_constraint_score""]","[""digital_usage_constraint_score↓"", ""device_constraint↓"", ""recording_system_constraint↓"", ""resource_constraint_score↓""]","[{""feature"": ""digital_usage_constraint_score"", ""from"": 0.6666666666666666, ""to"": 0.0, ""delta"": -0.6666666666666666, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""device_constraint"", ""from"": 0.6666666666666666, ""to"": 0.3333333333333333, ""delta"": -0.3333333333333333, ""signed_direction"": ""DOWN"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""recording_system_constraint"", ""from"": 1.0, ""to"": 0.3333333333333333, ""delta"": -0.6666666666666667, ""signed_direction"": ""DOWN"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""resource_constraint_score"", ""from"": 1.0, ""to"": 0.0, ""delta"": -1.0, ""signed_direction"": ""DOWN"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
INST_023,1,2,BOUNDARY,0.2397959183673469,0.1304347826086956,1,True,0.999998000004,2,1.499998000004,0.7926762174447112,0.679818749690448,2,"[""administrative_disorganization_constraint"", ""resource_constraint_score""]","[""administrative_disorganization_constraint↓"", ""resource_constraint_score↑""]","[{""feature"": ""administrative_disorganization_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""resource_constraint_score"", ""from"": 0.5, ""to"": 0.75, ""delta"": 0.25, ""signed_direction"": ""UP"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
INST_023,1,2,BOUNDARY,0.2397959183673469,0.1304347826086956,2,False,1.499997000006,2,1.999997000006,0.7874418697854337,1.3262496588437642,2,"[""internet_stability_constraint"", ""resource_constraint_score""]","[""internet_stability_constraint↑"", ""resource_constraint_score↑""]","[{""feature"": ""internet_stability_constraint"", ""from"": 0.25, ""to"": 0.5, ""delta"": 0.25, ""signed_direction"": ""UP"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""resource_constraint_score"", ""from"": 0.5, ""to"": 1.0, ""delta"": 0.5, ""signed_direction"": ""UP"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
INST_023,1,2,BOUNDARY,0.2397959183673469,0.1304347826086956,3,False,1.499997000006,3,2.249997000006,0.7187777045413875,1.1173420350768022,3,"[""administrative_disorganization_constraint"", ""system_change_resistance_constraint"", ""resource_constraint_score""]","[""administrative_disorganization_constraint↓"", ""system_change_resistance_constraint↓"", ""resource_constraint_score↑""]","[{""feature"": ""administrative_disorganization_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""system_change_resistance_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""resource_constraint_score"", ""from"": 0.5, ""to"": 0.75, ""delta"": 0.25, ""signed_direction"": ""UP"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
INST_023,1,2,BOUNDARY,0.2397959183673469,0.1304347826086956,4,False,1.999996000008,4,2.999996000008,0.6366719789241405,1.7069032018636392,4,"[""internet_stability_constraint"", ""administrative_disorganization_constraint"", ""system_change_resistance_constraint"", ""resource_constraint_score""]","[""internet_stability_constraint↑"", ""administrative_disorganization_constraint↓"", ""system_change_resistance_constraint↓"", ""resource_constraint_score↑""]","[{""feature"": ""internet_stability_constraint"", ""from"": 0.25, ""to"": 0.5, ""delta"": 0.25, ""signed_direction"": ""UP"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""system_change_resistance_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""resource_constraint_score"", ""from"": 0.5, ""to"": 0.75, ""delta"": 0.25, ""signed_direction"": ""UP"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
INST_025,1,2,BOUNDARY,0.7616580310880829,0.5789473684210527,1,True,3.499993000014,4,4.499993000013999,0.7650748659084027,1.1972285192025134,4,"[""willingness_constraint_score"", ""staffing_constraint_score"", ""time_constraint_score"", ""system_change_resistance_constraint""]","[""willingness_constraint_score↓"", ""staffing_constraint_score↓"", ""time_constraint_score↓"", ""system_change_resistance_constraint↓""]","[{""feature"": ""willingness_constraint_score"", ""from"": 0.75, ""to"": 0.25, ""delta"": -0.5, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""staffing_constraint_score"", ""from"": 1.0, ""to"": 0.5, ""delta"": -0.5, ""signed_direction"": ""DOWN"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""time_constraint_score"", ""from"": 0.75, ""to"": 0.5, ""delta"": -0.25, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""system_change_resistance_constraint"", ""from"": 0.75, ""to"": 0.25, ""delta"": -0.5, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
INST_027,2,1,CORE,0.9950248756218906,0.9803921568627452,1,True,5.999984000043501,4,6.999984000043501,0.9520559153050865,0.022445760602091802,4,"[""digital_usage_constraint_score"", ""device_constraint"", ""digital_tool_variety_constraint"", ""internet_stability_constraint""]","[""digital_usage_constraint_score↓"", ""device_constraint↓"", ""digital_tool_variety_constraint↓"", ""internet_stability_constraint↓""]","[{""feature"": ""digital_usage_constraint_score"", ""from"": 1.0, ""to"": 0.6666666666666666, ""delta"": -0.33333333333333337, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""device_constraint"", ""from"": 1.0, ""to"": 0.3333333333333333, ""delta"": -0.6666666666666667, ""signed_direction"": ""DOWN"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""digital_tool_variety_constraint"", ""from"": 1.0, ""to"": 0.2, ""delta"": -0.8, ""signed_direction"": ""DOWN"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""internet_stability_constraint"", ""from"": 1.0, ""to"": 0.5, ""delta"": -0.5, ""signed_direction"": ""DOWN"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
INST_027,2,1,CORE,0.9950248756218906,0.9803921568627452,2,False,5.999985250037376,4,6.999985250037376,0.9492709099769095,0.11085036313393859,4,"[""digital_usage_constraint_score"", ""digital_tool_variety_constraint"", ""internet_stability_constraint"", ""resource_constraint_score""]","[""digital_usage_constraint_score↓"", ""digital_tool_variety_constraint↓"", ""internet_stability_constraint↓"", ""resource_constraint_score↓""]","[{""feature"": ""digital_usage_constraint_score"", ""from"": 1.0, ""to"": 0.3333333333333333, ""delta"": -0.6666666666666667, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""digital_tool_variety_constraint"", ""from"": 1.0, ""to"": 0.4, ""delta"": -0.6, ""signed_direction"": ""DOWN"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""internet_stability_constraint"", ""from"": 1.0, ""to"": 0.25, ""delta"": -0.75, ""signed_direction"": ""DOWN"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""resource_constraint_score"", ""from"": 1.0, ""to"": 0.5, ""delta"": -0.5, ""signed_direction"": ""DOWN"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
INST_027,2,1,CORE,0.9950248756218906,0.9803921568627452,3,False,6.499983250045126,4,7.499983250045126,0.9222031547605762,0.1372319396713202,4,"[""digital_usage_constraint_score"", ""device_constraint"", ""internet_stability_constraint"", ""recording_system_constraint""]","[""digital_usage_constraint_score↓"", ""device_constraint↓"", ""internet_stability_constraint↓"", ""recording_system_constraint↓""]","[{""feature"": ""digital_usage_constraint_score"", ""from"": 1.0, ""to"": 0.3333333333333333, ""delta"": -0.6666666666666667, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""device_constraint"", ""from"": 1.0, ""to"": 0.3333333333333333, ""delta"": -0.6666666666666667, ""signed_direction"": ""DOWN"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""internet_stability_constraint"", ""from"": 1.0, ""to"": 0.0, ""delta"": -1.0, ""signed_direction"": ""DOWN"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""recording_system_constraint"", ""from"": 1.0, ""to"": 0.6666666666666666, ""delta"": -0.33333333333333337, ""signed_direction"": ""DOWN"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
INST_027,2,1,CORE,0.9950248756218906,0.9803921568627452,4,False,6.4999840000410005,4,7.4999840000410005,0.9163232317500223,0.0822791725971519,4,"[""digital_usage_constraint_score"", ""device_constraint"", ""internet_stability_constraint"", ""resource_constraint_score""]","[""digital_usage_constraint_score↓"", ""device_constraint↓"", ""internet_stability_constraint↓"", ""resource_constraint_score↓""]","[{""feature"": ""digital_usage_constraint_score"", ""from"": 1.0, ""to"": 0.3333333333333333, ""delta"": -0.6666666666666667, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""device_constraint"", ""from"": 1.0, ""to"": 0.6666666666666666, ""delta"": -0.33333333333333337, ""signed_direction"": ""DOWN"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""internet_stability_constraint"", ""from"": 1.0, ""to"": 0.0, ""delta"": -1.0, ""signed_direction"": ""DOWN"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""resource_constraint_score"", ""from"": 1.0, ""to"": 0.25, ""delta"": -0.75, ""signed_direction"": ""DOWN"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
