institution_id,latent_profile,true_profile,true_boundary,mixture_weight_on_B,oracle_reachable
SYN_S2_CORE_BOUNDARY_R000_056,B,1,False,1.0,False
SYN_S2_CORE_BOUNDARY_R000_004,A,2,False,0.0,False
SYN_S2_CORE_BOUNDARY_R000_043,B,1,False,1.0,False
SYN_S2_CORE_BOUNDARY_R000_073,B,1,True,0.6327954417950211,False
SYN_S2_CORE_BOUNDARY_R000_061,B,1,False,1.0,False
SYN_S2_CORE_BOUNDARY_R000_024,A,2,False,0.0,False
SYN_S2_CORE_BOUNDARY_R000_029,A,2,True,0.44579185045834835,False
SYN_S2_CORE_BOUNDARY_R000_036,A,2,True,0.37668976885504535,False
SYN_S2_CORE_BOUNDARY_R000_038,A,2,True,0.45040049135159826,False
SYN_S2_CORE_BOUNDARY_R000_011,A,2,False,0.0,False
SYN_S2_CORE_BOUNDARY_R000_022,A,2,False,0.0,False
SYN_S2_CORE_BOUNDARY_R000_054,B,1,False,1.0,False
SYN_S2_CORE_BOUNDARY_R000_047,B,1,False,1.0,False
SYN_S2_CORE_BOUNDARY_R000_009,A,2,False,0.0,False
SYN_S2_CORE_BOUNDARY_R000_023,A,2,False,0.0,False
SYN_S2_CORE_BOUNDARY_R000_028,A,2,False,0.0,False
SYN_S2_CORE_BOUNDARY_R000_018,A,2,False,0.0,False
SYN_S2_CORE_BOUNDARY_R000_039,A,2,True,0.4492876438671334,False
SYN_S2_CORE_BOUNDARY_R000_019,A,2,False,0.0,False
SYN_S2_CORE_BOUNDARY_R000_069,B,1,True,0.5764753161977966,False
SYN_S2_CORE_BOUNDARY_R000_050,B,1,False,1.0,False
SYN_S2_CORE_BOUNDARY_R000_065,B,1,False,1.0,False
SYN_S2_CORE_BOUNDARY_R000_072,B,1,True,0.565864882473704,False
SYN_S2_CORE_BOUNDARY_R000_021,A,2,False,0.0,False
SYN_S2_CORE_BOUNDARY_R000_051,B,1,False,1.0,False
SYN_S2_CORE_BOUNDARY_R000_060,B,1,False,1.0,False
SYN_S2_CORE_BOUNDARY_R000_040,A,2,True,0.47017961533178143,False
SYN_S2_CORE_BOUNDARY_R000_002,A,2,False,0.0,False
SYN_S2_CORE_BOUNDARY_R000_045,B,1,False,1.0,False
SYN_S2_CORE_BOUNDARY_R000_034,A,2,True,0.422041481716002,False
SYN_S2_CORE_BOUNDARY_R000_030,A,2,True,0.4952762309199526,False
SYN_S2_CORE_BOUNDARY_R000_046,B,1,False,1.0,False
SYN_S2_CORE_BOUNDARY_R000_044,B,1,False,1.0,False
SYN_S2_CORE_BOUNDARY_R000_064,B,1,False,1.0,False
SYN_S2_CORE_BOUNDARY_R000_057,B,1,False,1.0,False
SYN_S2_CORE_BOUNDARY_R000_042,B,1,False,1.0,False
SYN_S2_CORE_BOUNDARY_R000_080,B,1,True,0.55529194956936,False
SYN_S2_CORE_BOUNDARY_R000_033,A,2,True,0.37307594790485404,False
SYN_S2_CORE_BOUNDARY_R000_078,B,1,True,0.6234271891621197,False
SYN_S2_CORE_BOUNDARY_R000_015,A,2,False,0.0,False
SYN_S2_CORE_BOUNDARY_R000_010,A,2,False,0.0,False
SYN_S2_CORE_BOUNDARY_R000_067,B,1,False,1.0,False
SYN_S2_CORE_BOUNDARY_R000_001,A,2,False,0.0,False
SYN_S2_CORE_BOUNDARY_R000_031,A,2,True,0.45208097932757957,False
SYN_S2_CORE_BOUNDARY_R000_032,A,2,True,0.4076348903920593,False
