institution_id,row_index,reference_profile,n_oob_predictions,profile_1_probability,profile_2_probability,reference_profile_probability,normalized_entropy,membership_margin,family_consistency,certainty_class
SYN_S1_CONFIG_TWO_PROFILE_R001_007,34,2,49,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_034,35,2,42,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_059,36,1,48,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_029,37,2,48,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_064,38,1,44,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_041,39,1,42,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_015,40,2,44,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_055,41,1,36,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_042,42,1,37,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_030,43,2,38,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_054,44,1,43,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_071,45,1,34,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_060,46,1,39,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_044,47,1,54,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_078,48,1,44,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_025,49,2,44,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_062,50,1,49,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_035,51,2,40,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_022,52,2,35,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_079,53,1,40,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_056,54,1,37,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_043,55,1,36,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_013,56,2,42,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_053,57,1,32,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_077,58,1,41,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_020,59,2,46,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_006,60,2,45,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_011,61,2,43,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_019,62,2,31,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_017,63,2,40,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_068,64,1,40,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_014,65,2,49,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_024,66,2,32,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_023,67,2,42,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_004,68,2,38,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_001,69,2,46,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_026,70,2,40,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_028,71,2,36,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_039,72,2,44,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_033,73,2,36,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_032,74,2,35,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_080,75,1,35,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_057,76,1,42,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_038,77,2,43,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_016,78,2,27,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S1_CONFIG_TWO_PROFILE_R001_047,79,1,41,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
