institution_id,ICI,ICI_current_code,ICI_paper,OCI,OCI_current_code,OCI_paper,OLI,OLI_current_code,OLI_paper,HCARI,HCARI_current_code,HCARI_paper,AFS_theoretical,AFS_current_code,AFS_paper,archetype_current_code,archetype_paper_rule,archetype_saved
INST_011,0.0666666666666666,0.06666666666666667,0.1125,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.5555555555555555,0.5714285714285714,0.5714285714285714,0.5833333333333334,0.4261904761904762,0.4261904761904762,0.5601388888888889,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_012,0.2444444444444444,0.24444444444444446,0.24583333333333335,0.8333333333333333,0.8333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.5555555555555555,0.6071428571428571,0.6071428571428571,0.6666666666666666,0.5295634920634921,0.5295634920634921,0.6126388888888888,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_013,0.3277777777777778,0.3277777777777778,0.37083333333333335,0.4583333333333333,0.4583333333333333,0.3333333333333333,0.1666666666666666,0.16666666666666666,0.9166666666666666,0.4642857142857143,0.4642857142857143,0.16666666666666666,0.3688492063492063,0.36884920634920637,0.4654166666666667,Human-Capacity-Limited,Multi-Constraint,Human-Capacity-Limited
INST_014,0.0666666666666666,0.06666666666666667,0.05,0.5625,0.5625,0.6666666666666666,0.25,0.25,0.9166666666666666,0.4285714285714285,0.42857142857142855,0.25,0.3425595238095238,0.3425595238095238,0.4816666666666666,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_015,0.0666666666666666,0.06666666666666667,0.05,0.0625,0.0625,0.08333333333333333,0.0,0.0,0.08333333333333333,0.25,0.25,0.3333333333333333,0.0979166666666666,0.09791666666666667,0.11083333333333331,Human-Capacity-Limited,Human-Capacity-Limited,Human-Capacity-Limited
INST_016,0.0666666666666666,0.06666666666666667,0.05,0.5625,0.5625,0.6666666666666666,0.25,0.25,1.0,0.4642857142857143,0.4642857142857143,0.25,0.3514880952380952,0.3514880952380952,0.5025,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_017,0.0666666666666666,0.06666666666666667,0.05,0.4583333333333333,0.4583333333333333,0.6666666666666666,0.1666666666666666,0.16666666666666666,0.27777777777777773,0.3928571428571428,0.39285714285714285,0.5833333333333334,0.2857142857142857,0.2857142857142857,0.3719444444444444,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_018,0.0666666666666666,0.06666666666666667,0.05,0.0625,0.0625,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0714285714285714,0.07142857142857142,0.08333333333333333,0.0532738095238095,0.05327380952380952,0.07333333333333332,Human-Capacity-Limited,Multi-Constraint,Human-Capacity-Limited
INST_019,0.3944444444444444,0.3944444444444444,0.4833333333333333,0.6458333333333333,0.6458333333333333,0.5833333333333334,0.2777777777777777,0.27777777777777773,0.47222222222222215,0.3571428571428571,0.35714285714285715,0.27777777777777773,0.4372023809523809,0.43720238095238095,0.47972222222222216,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_020,0.3111111111111111,0.3111111111111111,0.23333333333333334,0.5625,0.5625,0.5,0.0833333333333333,0.08333333333333333,0.27777777777777773,0.25,0.25,0.4166666666666667,0.3256944444444444,0.32569444444444445,0.3519444444444444,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_021,0.0666666666666666,0.06666666666666667,0.3,0.5833333333333333,0.5833333333333333,0.5,0.1666666666666666,0.16666666666666666,0.8333333333333334,0.5,0.5,0.3333333333333333,0.35,0.35,0.49833333333333335,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_022,0.6555555555555556,0.6555555555555556,0.7416666666666667,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.6388888888888888,0.6388888888888888,0.27777777777777773,0.2857142857142857,0.2857142857142857,0.38888888888888884,0.4630952380952381,0.4630952380952381,0.3752777777777777,Infrastructure-Limited,Multi-Constraint,Infrastructure-Limited
INST_023,0.5722222222222223,0.5722222222222223,0.5541666666666667,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.6944444444444443,0.6944444444444443,0.5555555555555555,0.3928571428571428,0.39285714285714285,0.3611111111111111,0.5801587301587301,0.5801587301587301,0.5343055555555556,Operationally-Limited,Multi-Constraint,Operationally-Limited
INST_024,0.3277777777777778,0.3277777777777778,0.30833333333333335,0.75,0.75,1.0,0.3333333333333333,0.3333333333333333,0.6388888888888888,0.6428571428571429,0.6428571428571429,0.6666666666666666,0.5343253968253968,0.5343253968253968,0.6522222222222221,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_025,0.5888888888888889,0.5888888888888889,0.6291666666666667,0.7291666666666666,0.7291666666666666,0.6666666666666666,0.8055555555555555,0.8055555555555555,0.8055555555555555,0.6904761904761905,0.6904761904761905,0.7222222222222222,0.699702380952381,0.699702380952381,0.6984722222222222,Multi-Constraint,Multi-Constraint,Multi-Constraint
INST_026,0.1333333333333333,0.13333333333333333,0.1,0.5208333333333333,0.5208333333333333,0.4166666666666667,0.1666666666666666,0.16666666666666666,1.0,0.4285714285714285,0.42857142857142855,0.16666666666666666,0.3300595238095237,0.33005952380952375,0.43000000000000005,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_027,1.0,1.0,1.0,0.6041666666666666,0.6041666666666666,0.4166666666666667,0.8333333333333334,0.8333333333333334,0.6388888888888888,0.3928571428571428,0.39285714285714285,0.5,0.6961309523809524,0.6961309523809524,0.6597222222222221,Multi-Constraint,Infrastructure-Limited,Multi-Constraint
INST_028,0.1333333333333333,0.13333333333333333,0.1625,0.5208333333333333,0.5208333333333333,0.4166666666666667,0.1666666666666666,0.16666666666666666,0.8333333333333334,0.5,0.5,0.4166666666666667,0.3479166666666666,0.34791666666666665,0.44458333333333333,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_029,0.5888888888888889,0.5888888888888889,0.5666666666666667,0.7083333333333333,0.7083333333333333,0.75,0.3611111111111111,0.3611111111111111,0.75,0.4642857142857143,0.4642857142857143,0.4444444444444444,0.548015873015873,0.548015873015873,0.6491666666666667,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_030,0.5055555555555555,0.5055555555555555,0.5666666666666667,0.9166666666666666,0.9166666666666666,1.0,0.4444444444444444,0.4444444444444444,0.6388888888888888,0.6785714285714286,0.6785714285714286,0.6944444444444443,0.6599206349206349,0.6599206349206349,0.7338888888888888,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_031,0.0666666666666666,0.06666666666666667,0.05,0.0625,0.0625,0.16666666666666666,0.0833333333333333,0.08333333333333333,0.16666666666666666,0.1428571428571428,0.14285714285714285,0.16666666666666666,0.087797619047619,0.08779761904761904,0.13166666666666665,Human-Capacity-Limited,Multi-Constraint,Human-Capacity-Limited
INST_032,0.3277777777777778,0.3277777777777778,0.30833333333333335,0.6875,0.6875,0.8333333333333334,0.3611111111111111,0.3611111111111111,0.5555555555555555,0.3928571428571428,0.39285714285714285,0.4444444444444444,0.4586309523809523,0.45863095238095236,0.5480555555555555,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_033,0.2333333333333333,0.2333333333333333,0.425,0.6041666666666666,0.6041666666666666,0.4166666666666667,0.2777777777777777,0.27777777777777773,0.5833333333333334,0.3214285714285714,0.32142857142857145,0.27777777777777773,0.3754960317460317,0.3754960317460317,0.43999999999999995,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_034,0.6555555555555556,0.6555555555555556,0.7416666666666667,0.3958333333333333,0.3958333333333333,0.16666666666666666,0.6388888888888888,0.6388888888888888,0.3611111111111111,0.3214285714285714,0.32142857142857145,0.38888888888888884,0.4907738095238095,0.4907738095238095,0.4211111111111111,Infrastructure-Limited,Multi-Constraint,Infrastructure-Limited
INST_035,0.0666666666666666,0.06666666666666667,0.1125,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6388888888888888,0.6428571428571429,0.6428571428571429,0.6666666666666666,0.444047619047619,0.444047619047619,0.5934722222222222,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_036,0.85,0.85,0.8875,0.4583333333333333,0.4583333333333333,0.3333333333333333,0.611111111111111,0.611111111111111,0.3611111111111111,0.25,0.25,0.1111111111111111,0.5347222222222222,0.5347222222222222,0.4731944444444444,Infrastructure-Limited,Infrastructure-Limited,Infrastructure-Limited
INST_037,1.0,1.0,1.0,0.5416666666666666,0.5416666666666666,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.47222222222222215,0.2857142857142857,0.2857142857142857,0.4166666666666667,0.650595238095238,0.650595238095238,0.5805555555555555,Infrastructure-Limited,Infrastructure-Limited,Infrastructure-Limited
INST_038,0.0666666666666666,0.06666666666666667,0.05,0.3958333333333333,0.3958333333333333,0.5,0.0833333333333333,0.08333333333333333,0.27777777777777773,0.25,0.25,0.4166666666666667,0.2145833333333333,0.21458333333333332,0.2969444444444444,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_039,0.6555555555555556,0.6555555555555556,0.6791666666666667,0.4583333333333333,0.4583333333333333,0.25,0.6388888888888888,0.6388888888888888,0.3611111111111111,0.369047619047619,0.36904761904761907,0.47222222222222215,0.5214285714285714,0.5214285714285714,0.4398611111111111,Infrastructure-Limited,Multi-Constraint,Infrastructure-Limited
INST_040,0.2166666666666666,0.21666666666666667,0.225,0.5208333333333333,0.5208333333333333,0.4166666666666667,0.1666666666666666,0.16666666666666666,0.75,0.3214285714285714,0.32142857142857145,0.25,0.3241071428571428,0.3241071428571428,0.4175,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_041,0.7388888888888889,0.7388888888888889,0.8041666666666667,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.6388888888888888,0.6388888888888888,0.27777777777777773,0.2857142857142857,0.2857142857142857,0.38888888888888884,0.4839285714285714,0.4839285714285714,0.39402777777777775,Infrastructure-Limited,Infrastructure-Limited,Infrastructure-Limited
INST_042,0.2166666666666666,0.21666666666666667,0.225,0.3541666666666666,0.35416666666666663,0.4166666666666667,0.1666666666666666,0.16666666666666666,0.27777777777777773,0.1785714285714285,0.17857142857142858,0.16666666666666666,0.2383928571428571,0.23839285714285713,0.28694444444444445,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_043,0.3166666666666666,0.31666666666666665,0.3,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6388888888888888,0.6071428571428571,0.6071428571428571,0.5833333333333334,0.4976190476190476,0.4976190476190476,0.6372222222222222,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_044,0.0666666666666666,0.06666666666666667,0.05,0.0625,0.0625,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0714285714285714,0.07142857142857142,0.08333333333333333,0.0532738095238095,0.05327380952380952,0.07333333333333332,Human-Capacity-Limited,Multi-Constraint,Human-Capacity-Limited
INST_045,0.3944444444444444,0.3944444444444444,0.5458333333333333,0.5,0.5,0.5,0.5,0.5,0.611111111111111,0.6428571428571429,0.6428571428571429,0.5,0.5093253968253968,0.5093253968253968,0.5415277777777777,Human-Capacity-Limited,Human-Capacity-Limited,Human-Capacity-Limited
INST_046,0.0666666666666666,0.06666666666666667,0.05,0.4166666666666666,0.41666666666666663,0.5,0.1666666666666666,0.16666666666666666,0.47222222222222215,0.2857142857142857,0.2857142857142857,0.4166666666666667,0.2464285714285714,0.2464285714285714,0.3455555555555555,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_047,0.35,0.35000000000000003,0.3875,0.5,0.5,0.5,0.5,0.5,0.7222222222222222,0.3571428571428571,0.35714285714285715,0.16666666666666666,0.4267857142857143,0.4267857142857143,0.4718055555555556,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_048,0.261111111111111,0.26111111111111107,0.2583333333333333,0.75,0.75,1.0,0.3333333333333333,0.3333333333333333,0.5555555555555555,0.6071428571428571,0.6071428571428571,0.6666666666666666,0.5087301587301587,0.5087301587301587,0.6163888888888888,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_049,0.3277777777777778,0.3277777777777778,0.30833333333333335,0.6875,0.6875,0.8333333333333334,0.25,0.25,0.6388888888888888,0.6071428571428571,0.6071428571428571,0.5833333333333334,0.4899801587301586,0.48998015873015865,0.5897222222222223,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_050,0.1333333333333333,0.13333333333333333,0.1,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.0833333333333333,0.08333333333333333,0.27777777777777773,0.2142857142857142,0.21428571428571427,0.3333333333333333,0.2035714285714285,0.20357142857142857,0.27444444444444444,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_051,0.9166666666666666,0.9166666666666666,0.9375,0.25,0.25,0.08333333333333333,0.75,0.75,0.08333333333333333,0.25,0.25,0.5,0.5166666666666666,0.5166666666666666,0.40208333333333335,Infrastructure-Limited,Infrastructure-Limited,Infrastructure-Limited
INST_052,0.0666666666666666,0.06666666666666667,0.05,0.0625,0.0625,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0714285714285714,0.07142857142857142,0.08333333333333333,0.0532738095238095,0.05327380952380952,0.07333333333333332,Human-Capacity-Limited,Multi-Constraint,Human-Capacity-Limited
INST_053,0.2166666666666666,0.21666666666666667,0.35,0.5625,0.5625,0.625,0.5,0.5,0.7222222222222222,0.4642857142857143,0.4642857142857143,0.3333333333333333,0.4389880952380952,0.43898809523809523,0.5230555555555556,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_054,0.7388888888888889,0.7388888888888889,0.7416666666666667,0.4166666666666666,0.41666666666666663,0.08333333333333333,0.5277777777777778,0.5277777777777778,0.38888888888888884,0.2142857142857142,0.21428571428571427,0.19444444444444442,0.4688492063492063,0.46884920634920635,0.3738888888888889,Infrastructure-Limited,Infrastructure-Limited,Infrastructure-Limited
INST_055,0.0666666666666666,0.06666666666666667,0.1125,0.5625,0.5625,0.6666666666666666,0.25,0.25,1.0,0.5,0.5,0.25,0.3604166666666666,0.36041666666666666,0.52125,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_056,0.3277777777777778,0.3277777777777778,0.37083333333333335,0.7083333333333333,0.7083333333333333,0.8333333333333334,0.5555555555555555,0.5555555555555555,1.0,0.6190476190476192,0.6190476190476192,0.5555555555555555,0.5603174603174603,0.5603174603174603,0.6945833333333333,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_057,0.2444444444444444,0.24444444444444446,0.24583333333333335,0.7083333333333333,0.7083333333333333,0.75,0.25,0.25,0.9166666666666666,0.4642857142857143,0.4642857142857143,0.25,0.4396825396825397,0.4396825396825397,0.5654166666666666,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_058,0.2444444444444444,0.24444444444444446,0.24583333333333335,0.8541666666666666,0.8541666666666666,0.8333333333333334,0.3611111111111111,0.3611111111111111,0.9166666666666666,0.5714285714285714,0.5714285714285714,0.611111111111111,0.5324404761904762,0.5324404761904762,0.6445833333333333,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_059,0.3277777777777778,0.3277777777777778,0.30833333333333335,0.75,0.75,1.0,0.4444444444444444,0.4444444444444444,0.6388888888888888,0.6071428571428571,0.6071428571428571,0.6944444444444443,0.5476190476190476,0.5476190476190476,0.6563888888888888,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_060,0.0666666666666666,0.06666666666666667,0.05,0.4583333333333333,0.4583333333333333,0.6666666666666666,0.1666666666666666,0.16666666666666666,0.27777777777777773,0.3928571428571428,0.39285714285714285,0.5833333333333334,0.2857142857142857,0.2857142857142857,0.3719444444444444,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_061,0.3277777777777778,0.3277777777777778,0.30833333333333335,0.5208333333333333,0.5208333333333333,0.4166666666666667,0.2777777777777777,0.27777777777777773,1.0,0.5,0.5,0.3611111111111111,0.4187499999999999,0.41874999999999996,0.5216666666666667,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_062,0.0666666666666666,0.06666666666666667,0.1125,0.5208333333333333,0.5208333333333333,0.4166666666666667,0.1666666666666666,0.16666666666666666,0.5,0.3571428571428571,0.35714285714285715,0.25,0.2955357142857142,0.29553571428571423,0.32125,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_063,0.0666666666666666,0.06666666666666667,0.05,0.1458333333333333,0.14583333333333331,0.16666666666666666,0.0833333333333333,0.08333333333333333,0.27777777777777773,0.1071428571428571,0.10714285714285714,0.08333333333333333,0.1038690476190476,0.10386904761904761,0.14694444444444443,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_064,0.3944444444444444,0.3944444444444444,0.4833333333333333,0.5625,0.5625,0.5833333333333334,0.2777777777777777,0.27777777777777773,0.3611111111111111,0.3214285714285714,0.32142857142857145,0.19444444444444442,0.4032738095238095,0.4032738095238095,0.43944444444444447,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_065,0.7388888888888889,0.7388888888888889,0.8041666666666667,0.5416666666666666,0.5416666666666666,0.3333333333333333,0.7222222222222222,0.7222222222222222,0.47222222222222215,0.3214285714285714,0.32142857142857145,0.38888888888888884,0.5720238095238096,0.5720238095238096,0.5176388888888889,Infrastructure-Limited,Multi-Constraint,Infrastructure-Limited
INST_066,0.3944444444444444,0.3944444444444444,0.4833333333333333,0.5625,0.5625,0.5,0.1944444444444444,0.19444444444444442,0.3611111111111111,0.3214285714285714,0.32142857142857145,0.19444444444444442,0.3866071428571427,0.38660714285714276,0.41444444444444445,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_067,0.3944444444444444,0.3944444444444444,0.3583333333333333,0.5833333333333333,0.5833333333333333,0.5833333333333334,0.3611111111111111,0.3611111111111111,0.7222222222222222,0.4642857142857143,0.4642857142857143,0.4444444444444444,0.4619047619047618,0.4619047619047618,0.5297222222222222,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_068,0.3277777777777778,0.3277777777777778,0.37083333333333335,0.7083333333333333,0.7083333333333333,0.75,0.3611111111111111,0.3611111111111111,0.9166666666666666,0.5714285714285714,0.5714285714285714,0.5277777777777778,0.5095238095238095,0.5095238095238095,0.6445833333333333,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_069,0.0666666666666666,0.06666666666666667,0.05,0.3541666666666666,0.35416666666666663,0.4166666666666667,0.1666666666666666,0.16666666666666666,0.8055555555555555,0.4285714285714285,0.42857142857142855,0.25,0.2633928571428571,0.2633928571428571,0.37888888888888883,Human-Capacity-Limited,Multi-Constraint,Human-Capacity-Limited
INST_070,0.15,0.15,0.3625,0.4166666666666666,0.41666666666666663,0.5,0.1666666666666666,0.16666666666666666,0.7777777777777777,0.7619047619047619,0.7619047619047619,0.5,0.3863095238095237,0.38630952380952377,0.5281944444444444,Human-Capacity-Limited,Human-Capacity-Limited,Human-Capacity-Limited
INST_071,0.5888888888888889,0.5888888888888889,0.6916666666666667,0.4166666666666666,0.41666666666666663,0.08333333333333333,0.5277777777777778,0.5277777777777778,0.47222222222222215,0.3214285714285714,0.32142857142857145,0.27777777777777773,0.4581349206349206,0.4581349206349206,0.39222222222222214,Infrastructure-Limited,Multi-Constraint,Infrastructure-Limited
INST_072,0.0666666666666666,0.06666666666666667,0.1125,0.5,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9166666666666666,0.7142857142857143,0.7142857142857143,0.6666666666666666,0.4119047619047619,0.4119047619047619,0.5629166666666666,Human-Capacity-Limited,Human-Capacity-Limited,Human-Capacity-Limited
INST_073,0.4111111111111111,0.41111111111111115,0.49583333333333335,0.4791666666666666,0.47916666666666663,0.16666666666666666,0.0833333333333333,0.08333333333333333,0.75,0.3571428571428571,0.35714285714285715,0.16666666666666666,0.3524801587301587,0.35248015873015875,0.41125,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_074,1.0,1.0,1.0,0.4583333333333333,0.4583333333333333,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.27777777777777773,0.2857142857142857,0.2857142857142857,0.5,0.6255952380952381,0.6255952380952381,0.5444444444444444,Infrastructure-Limited,Infrastructure-Limited,Infrastructure-Limited
INST_075,0.0666666666666666,0.06666666666666667,0.1125,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.5555555555555555,0.6071428571428571,0.6071428571428571,0.6666666666666666,0.4351190476190476,0.4351190476190476,0.5726388888888888,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_076,0.0666666666666666,0.06666666666666667,0.1125,0.5208333333333333,0.5208333333333333,0.4166666666666667,0.1666666666666666,0.16666666666666666,1.0,0.4642857142857143,0.4642857142857143,0.16666666666666666,0.3223214285714285,0.32232142857142854,0.43375,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_077,0.3277777777777778,0.3277777777777778,0.30833333333333335,0.3125,0.3125,0.16666666666666666,0.0833333333333333,0.08333333333333333,0.38888888888888884,0.1785714285714285,0.17857142857142858,0.16666666666666666,0.2370039682539682,0.23700396825396824,0.2647222222222222,Infrastructure-Limited,Multi-Constraint,Infrastructure-Limited
INST_078,0.3277777777777778,0.3277777777777778,0.30833333333333335,0.4375,0.4375,0.4166666666666667,0.1666666666666666,0.16666666666666666,0.8055555555555555,0.4285714285714285,0.42857142857142855,0.16666666666666666,0.3536706349206349,0.35367063492063494,0.4438888888888889,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_079,0.0666666666666666,0.06666666666666667,0.1125,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.5555555555555555,0.5714285714285714,0.5714285714285714,0.5833333333333334,0.4261904761904762,0.4261904761904762,0.5601388888888889,Organizationally-Limited,Multi-Constraint,Organizationally-Limited
INST_080,0.4111111111111111,0.41111111111111115,0.49583333333333335,0.7291666666666666,0.7291666666666666,0.625,0.5,0.5,0.6666666666666666,0.6190476190476192,0.6190476190476192,0.4166666666666667,0.5762896825396825,0.5762896825396825,0.5654166666666667,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
INST_081,0.3277777777777778,0.3277777777777778,0.37083333333333335,0.7083333333333333,0.7083333333333333,0.75,0.3611111111111111,0.3611111111111111,0.9166666666666666,0.5714285714285714,0.5714285714285714,0.5277777777777778,0.5095238095238095,0.5095238095238095,0.6445833333333333,Organizationally-Limited,Organizationally-Limited,Organizationally-Limited
