institution_id,latent_profile,true_profile,true_boundary,oracle_reachable,latent_severity
SYN_S4_SEVERITY_CONTINUUM_R002_037,,,False,False,0.26477535172354094
SYN_S4_SEVERITY_CONTINUUM_R002_026,,,False,False,0.4622765532906802
SYN_S4_SEVERITY_CONTINUUM_R002_008,,,False,False,0.8764828544527707
SYN_S4_SEVERITY_CONTINUUM_R002_059,,,False,False,0.5317040659416237
SYN_S4_SEVERITY_CONTINUUM_R002_036,,,False,False,0.8793839627541511
SYN_S4_SEVERITY_CONTINUUM_R002_011,,,False,False,0.32956957933362196
SYN_S4_SEVERITY_CONTINUUM_R002_044,,,False,False,0.3312306119322269
SYN_S4_SEVERITY_CONTINUUM_R002_047,,,False,False,0.8020161767362819
SYN_S4_SEVERITY_CONTINUUM_R002_001,,,False,False,0.6745389735800067
SYN_S4_SEVERITY_CONTINUUM_R002_027,,,False,False,0.8451814110300322
SYN_S4_SEVERITY_CONTINUUM_R002_002,,,False,False,0.8659298830496864
SYN_S4_SEVERITY_CONTINUUM_R002_041,,,False,False,0.2634007581227995
SYN_S4_SEVERITY_CONTINUUM_R002_080,,,False,False,0.9910562763076067
SYN_S4_SEVERITY_CONTINUUM_R002_045,,,False,False,0.19007333346404776
SYN_S4_SEVERITY_CONTINUUM_R002_012,,,False,False,0.3294306081514331
SYN_S4_SEVERITY_CONTINUUM_R002_074,,,False,False,0.6201029173449774
SYN_S4_SEVERITY_CONTINUUM_R002_043,,,False,False,0.0626566789720211
SYN_S4_SEVERITY_CONTINUUM_R002_039,,,False,False,0.28814404125325266
SYN_S4_SEVERITY_CONTINUUM_R002_024,,,False,False,0.5073788672085933
SYN_S4_SEVERITY_CONTINUUM_R002_046,,,False,False,0.6097399880631492
SYN_S4_SEVERITY_CONTINUUM_R002_078,,,False,False,0.610642495959045
SYN_S4_SEVERITY_CONTINUUM_R002_034,,,False,False,0.6449769930274879
SYN_S4_SEVERITY_CONTINUUM_R002_013,,,False,False,0.871325150420025
SYN_S4_SEVERITY_CONTINUUM_R002_028,,,False,False,0.0766237145056059
SYN_S4_SEVERITY_CONTINUUM_R002_020,,,False,False,0.3292652585829716
SYN_S4_SEVERITY_CONTINUUM_R002_025,,,False,False,0.09145986571855746
SYN_S4_SEVERITY_CONTINUUM_R002_068,,,False,False,0.052788291780104024
SYN_S4_SEVERITY_CONTINUUM_R002_007,,,False,False,0.11814417827337431
SYN_S4_SEVERITY_CONTINUUM_R002_057,,,False,False,0.5554969469720692
SYN_S4_SEVERITY_CONTINUUM_R002_010,,,False,False,0.9656504390242014
SYN_S4_SEVERITY_CONTINUUM_R002_031,,,False,False,0.3329645890804541
SYN_S4_SEVERITY_CONTINUUM_R002_033,,,False,False,0.11271204609056884
SYN_S4_SEVERITY_CONTINUUM_R002_022,,,False,False,0.9770447059558803
SYN_S4_SEVERITY_CONTINUUM_R002_064,,,False,False,0.15978651400516386
SYN_S4_SEVERITY_CONTINUUM_R002_051,,,False,False,0.712781255595854
SYN_S4_SEVERITY_CONTINUUM_R002_071,,,False,False,0.7656946395168505
SYN_S4_SEVERITY_CONTINUUM_R002_054,,,False,False,0.9675213836873924
SYN_S4_SEVERITY_CONTINUUM_R002_065,,,False,False,0.22564043594078087
SYN_S4_SEVERITY_CONTINUUM_R002_077,,,False,False,0.6098210072614625
SYN_S4_SEVERITY_CONTINUUM_R002_004,,,False,False,0.5445329860330018
SYN_S4_SEVERITY_CONTINUUM_R002_016,,,False,False,0.6610554825995453
