institution_id,row_index,reference_profile,n_oob_predictions,profile_1_probability,profile_2_probability,reference_profile_probability,normalized_entropy,membership_margin,family_consistency,certainty_class
SYN_S3_DIRECTIONAL_REACHABILITY_R001_032,15,1,44,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_028,16,1,42,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_050,17,2,45,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_023,18,1,44,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_043,19,2,44,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_055,20,2,39,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_049,21,2,35,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_046,22,2,34,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_076,23,2,45,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_008,24,1,52,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_063,25,2,37,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_064,26,2,35,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_067,27,2,46,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_061,28,2,29,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_016,29,1,49,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_051,30,2,37,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_041,31,2,40,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_042,32,2,36,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_035,33,1,41,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_048,34,2,42,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_054,35,2,58,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_070,36,2,48,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_038,37,1,30,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_059,38,2,49,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_037,39,1,40,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_015,40,1,42,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_069,41,2,44,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_029,42,1,36,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_078,43,2,33,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_013,44,1,43,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_026,45,1,41,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_014,46,1,39,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_080,47,2,29,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_021,48,1,51,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_027,49,1,29,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_052,50,2,40,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_007,51,1,31,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_036,52,1,42,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_006,53,1,42,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_079,54,2,47,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_002,55,1,26,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_072,56,2,38,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_024,57,1,45,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_012,58,1,28,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_065,59,2,43,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_053,60,2,35,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_071,61,2,41,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_010,62,1,35,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_066,63,2,41,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_068,64,2,37,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_019,65,1,39,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_057,66,2,37,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_004,67,1,42,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_017,68,1,41,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_045,69,2,33,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_034,70,1,40,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_020,71,1,48,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_033,72,1,42,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_056,73,2,30,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_001,74,1,36,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_011,75,1,37,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_039,76,1,36,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_058,77,2,35,0.02857142857142857,0.9714285714285714,0.9714285714285714,0.18717625687320819,0.9428571428571428,0.875,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_022,78,1,44,1.0,0.0,1.0,-0.0,1.0,1.0,CORE
SYN_S3_DIRECTIONAL_REACHABILITY_R001_062,79,2,48,0.0,1.0,1.0,-0.0,1.0,1.0,CORE
